#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-27T05:34:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ56f756f90325 
#INFO -out.max=1000 
#INFO queryParameters=30 
#-oc.form=dec
#-out.max=1000
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f756f90325&-out.max=1000&-out.form=ascii table&-order=I&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/559/A43/table6&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=Jmag&-out=Hmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-order=I
#-order=I
#-out.src=J/A+A/559/A43/table6
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=W1mag
#-out=W2mag
#-out=Src
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#---Details of Columns:
#    Seq           (I8)    Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92) [ucd=meta.id]
#    RAJ2000 (deg) (F11.7) PPMXL Right Ascension (J2000.0, epoch 2000.0) [ucd=pos.eq.ra;meta.main]
#    DEJ2000 (deg) (F11.7) PPMXL Declination (J2000.0, epoch 2000.0) [ucd=pos.eq.dec;meta.main]
#    pmRA (mas/yr) (F6.2)  PPMXL Proper Motion in RA*cos(DEdeg) [ucd=pos.pm;pos.eq.ra]
#    pmDE (mas/yr) (F7.2)  PPMXL Proper Motion in Dec [ucd=pos.pm;pos.eq.dec]
#    plx (mas)     (F5.2)  Secular parallax [ucd=pos.parallax]
#    rc (pc)       (F5.2)  [0/30] Distance from the cluster centre [ucd=phys.size.radius]
#    RV (km/s)     (F5.2)  [16/46] Predicted radial velocity [ucd=phys.veloc;pos.heliocentric]
#    Vpar (km/s)   (F5.2)  [5/43] Tangential velocity in direction of the convergent point [ucd=phys.veloc.transverse]
#    Vperp (km/s)  (F5.2)  [-5/4] Tangential velocity in direction perpendicular to the convergent point [ucd=phys.veloc.transverse]
#    M (Msun)      (F5.2)  [0.09/2.6] Mass of the star [ucd=phys.mass]
#    Jmag (mag)    (F6.3)  2MASS J band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.J]
#    Hmag (mag)    (F6.3)  2MASS H band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.H]
#    Kmag (mag)    (F6.3)  2MASS Ks band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.K]
#    W1mag (mag)   (F6.3)  ? WISE W1-band magnitude (3.3um) [ucd=phot.mag;em.IR.3-4um]
#    W2mag (mag)   (F6.3)  ? WISE W2-band magnitude (4.6um) [ucd=phot.mag;em.IR.4-8um]
#    Src           (A1)    [0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92) [ucd=meta.ref;pos.frame]
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#                                 p                                V     Vp                                             S
#         RA          DE          mRA (m pmDE (  plx   rc    RV (  par ( erp ( M (   Jmag   Hmag   Kmag   W1mag  W2mag  r
#Seq      J2000 (deg) J2000 (deg) as/yr) mas/yr) (mas) (pc)  km/s) km/s) km/s) Msun) (mag)  (mag)  (mag)  (mag)  (mag)  c
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#    Seq RAJ2000    DEJ2000     pmRA      pmDE plx    rc    RV   Vpar  Vperp Mass  Jmag    Hmag   Kmag  W1mag   W2mag  src
     465 069.2912925 +12.1055381  89.67  -14.33 19.77  6.03 39.83 21.77 -0.22  0.25 11.714 11.126 10.827 10.625 10.449 0
     466 069.3106911 +11.3241267  89.97  -13.46 19.88  6.29 39.87 21.69 -0.54  0.25 11.634 11.067 10.784 10.601 10.428 0
     467 069.3412497 +19.3548422  88.28  -33.57 19.45  5.85 39.12 23.02  0.04  0.51 10.182  9.572  9.311  9.138  8.972 0
     468 069.3832797 +15.1464517  95.82  -19.10 20.91  2.66 39.63 22.12  1.03  1.23  6.365  6.099  5.992  5.990  5.913 0
     469 069.3838689 +16.7588267  90.27  -24.10 19.75  4.68 39.47 22.42  0.69  0.43 10.633 10.011  9.723  9.468  9.282 0
     470 069.4337878 +04.9018442  94.36   10.98 20.92  9.96 39.97 21.51  0.69  0.40 10.620 10.033  9.749  9.626  9.497 0
     471 069.4926733 +04.6697775  92.37    8.72 20.47 10.47 39.98 21.49  0.06  0.70  8.960  8.312  8.149  8.059  8.124 0
     472 069.5393442 +16.0332886 109.97  -40.95 24.99  6.58 39.60 22.18 -1.87  1.58  5.398  4.995  4.977  4.954  4.654 0
     473 069.5394292 +12.5108358 102.41  -15.79 22.69  4.42 39.89 21.65  0.22  2.26  4.117  4.078  4.105  3.867  3.403 0
     474 069.5395125 +11.3181422  86.88   -9.00 19.23  7.59 39.96 21.53  0.47  0.30 11.410 10.805 10.529 10.362 10.178 0
     475 069.5439764 +15.8215106  95.09  -27.04 21.17  2.24 39.62 22.14 -0.25  0.27 11.384 10.790 10.526 10.363 10.177 0
     476 069.6039411 +17.5424325  90.96  -34.32 20.52  3.19 39.45 22.44 -0.97  0.97  7.890  7.329  7.138  7.079  7.110 0
     477 069.6808347 +21.7373358 106.73  -49.55 23.79  6.07 38.86 23.45  0.01  0.18 11.950 11.341 11.073 10.867 10.693 0
     478 069.7137131 +23.1499686 103.95  -56.08 23.47  6.50 38.62 23.85 -0.54  1.19  6.454  6.198  6.162  6.103  6.120 0
     479 069.7280128 +19.1822181  94.00  -37.72 21.11  3.05 39.28 22.74 -0.34  0.48 10.163  9.506  9.266  9.183  9.072 0
     480 069.7388103 +14.1055769 103.25  -22.62 23.06  4.12 39.85 21.73 -0.01  1.11  6.814  6.520  6.443  6.370  6.416 0
     481 069.7756608 +07.8709822  94.38   -2.25 21.11  7.60 40.13 21.20 -0.21  1.86  5.180  4.928  4.808  4.802  4.395 0
     482 069.8187594 +15.9179731  83.14  -20.97 18.49  8.12 39.71 21.98  0.55  2.27  4.682  4.547  4.229  4.221  3.827 0
     483 069.9358325 -13.2502156  90.72   59.79 20.26 25.01 37.60 25.43 -0.26  0.35 11.018 10.411 10.110  9.967  9.828 0
     484 069.9359606 +23.5327517  86.66  -50.79 19.95  7.23 38.62 23.85 -1.05  0.17 12.474 11.885 11.538 11.376 11.174 0
     485 069.9374067 +18.0947831 103.54  -38.69 23.43  4.35 39.50 22.36 -0.42  0.13 12.689 12.048 11.736 11.550 11.374 0
     486 069.9623858 +12.7284742 102.79  -17.86 23.12  4.88 40.03 21.39  0.04  0.81  8.089  7.602  7.480  7.418  7.493 0
     487 069.9649931 +19.6595664  88.60  -41.18 20.36  4.35 39.29 22.72 -1.17  0.30 11.365 10.774 10.441 10.268 10.079 0
     488 069.9829267 +21.4943667  70.69  -32.23 15.87 17.47 39.01 23.21  0.15  0.57 10.317  9.612  9.423  9.306  9.280 0
     489 069.9879267 +23.1378806 103.19  -52.88 23.20  6.32 38.71 23.70  0.08  0.69  8.738  8.059  7.915  7.841  7.911 0
     490 070.0221361 +34.0675669  79.59  -76.83 18.90 16.48 35.96 27.70 -1.64  0.16 12.729 12.109 11.856 11.628 11.440 0
     491 070.0243408 +23.3045419  73.12  -40.31 16.68 15.13 38.69 23.73 -0.52  0.98  7.996  7.631  7.565  7.508  7.582 0
     492 070.0383950 +25.5923997  99.64  -64.18 22.95  7.78 38.23 24.47 -0.84  0.83  8.168  7.583  7.385  7.266  7.265 0
     493 070.0529683 +19.2860956  94.14  -40.78 21.53  3.08 39.38 22.57 -0.77  0.50  9.948  9.363  9.120  8.959  8.892 0
     494 070.1061294 +16.5136892  96.02  -29.09 21.71  2.34 39.75 21.91  0.00  1.07  7.358  6.809  6.685  6.639  6.682 0
     495 070.1177858 +18.0877692 113.81  -41.30 25.80  7.93 39.56 22.24 -0.15  0.33 10.636 10.027  9.757  9.576  9.417 0
     496 070.1375564 +18.0283864  61.98  -22.19 14.05 25.07 39.58 22.22 -0.09  0.21 12.830 12.204 11.917 11.720 11.536 0
     497 070.1770175 +02.2311147 170.55   49.37 39.40 22.73 40.11 21.24  2.33  0.64  7.894  7.255  7.032  6.904  6.874 0
     498 070.2044489 +23.8096242  62.09  -48.47 15.48 19.67 38.65 23.79 -3.96  1.10  7.601  7.300  7.231  7.197  7.252 0
     499 070.2168572 +09.0875875  96.65  -11.23 22.00  6.63 40.28 20.92 -1.25  0.22 11.696 11.132 10.823 10.652 10.466 0
     500 070.2383817 +04.8484850  74.09    5.68 16.81 17.28 40.26 20.96 -0.21  0.23 12.236 11.602 11.353 11.113 10.925 0
     501 070.2580853 +19.9094139 111.01  -43.72 25.01  7.15 39.36 22.61  0.46  0.13 12.627 12.047 11.702 11.470 11.273 0
     502 070.3342144 +33.5226525  67.07  -50.34 14.51 28.14 36.22 27.35  1.71  1.03  8.113  7.786  7.689  7.633  7.694 0
     503 070.3659092 +14.0761089  86.90  -21.93 19.93  5.16 40.08 21.31 -0.55  0.60  9.576  8.938  8.712  8.601  8.492 0
     504 070.3698586 +12.0093350  94.37  -15.67 21.56  4.59 40.22 21.04 -0.22  0.57  9.613  8.981  8.754  8.619  8.595 0
     505 070.4448447 +04.4366786  83.87   22.35 19.49 11.87 40.32 20.84  3.36  0.50 10.205  9.609  9.348  9.168  9.058 0
     506 070.4452967 +07.2756908  80.14   -1.10 18.32 12.02 40.38 20.73 -0.38  0.29 11.537 11.014 10.707 10.472 10.324 0
     507 070.5189386 +11.9204606  81.49  -11.08 18.63  8.92 40.28 20.92  0.36  0.56  9.988  9.365  9.119  9.010  8.963 0
     508 070.5518869 +14.1476061  93.17  -22.15 21.42  3.43 40.14 21.20 -0.16  0.21 11.889 11.295 11.011 10.828 10.635 0
     509 070.5784247 +17.6939708  83.70  -32.75 19.47  5.83 39.77 21.87 -0.80  0.38 10.860 10.283 10.020  9.858  9.727 0
     510 070.7122183 +19.4871764  84.98  -39.14 19.94  5.32 39.57 22.23 -0.89  0.38 10.822 10.224  9.994  9.820  9.689 0
     511 070.7173772 +23.3395725  79.48  -46.69 18.70  9.64 38.92 23.36 -0.82  0.40 10.885 10.207 10.010  9.865  9.720 0
     512 070.7436917 +20.6048419  83.10  -38.93 19.32  7.01 39.41 22.51 -0.33  0.38 10.892 10.349 10.084  9.933  9.792 0
     513 070.8028044 +15.3149314  61.68  -20.89 14.51 22.88 40.12 21.23 -1.28  0.60 10.248  9.611  9.395  9.233  9.160 0
     514 070.8153939 +17.0691219  93.48  -30.51 21.60  2.88 39.93 21.58  0.12  0.87  8.002  7.528  7.396  7.322  7.366 0
     515 070.8206944 +02.0072836  87.93   21.24 20.57 12.72 40.33 20.82  1.12  0.41 10.638 10.035  9.741  9.518  9.349 0
     516 070.8531464 +24.2966783  92.87  -58.78 22.06  6.75 38.77 23.60 -0.98  0.46 10.191  9.531  9.316  9.176  9.076 0
     517 071.0924192 +32.9496392  76.75  -48.86 15.92 22.70 36.63 26.81  3.94  0.29 11.889 11.319 11.056 10.811 10.660 0
     518 071.1076178 +11.1461317  98.77  -15.51 23.18  6.18 40.52 20.44 -0.50  1.78  4.962  4.732  4.733  4.791  4.351 0
     519 071.1181939 +17.8530772  64.92  -20.76 14.97 20.84 39.94 21.57  0.87  0.36 11.579 10.988 10.725 10.526 10.363 0
     520 071.1464500 +17.4511933  79.72  -24.18 18.39  8.75 40.00 21.46  0.93  0.26 11.802 11.295 10.948 10.790 10.643 0
     521 071.1823317 +18.4082447  82.10  -42.22 20.09  4.96 39.89 21.66 -2.33  0.43 10.561  9.904  9.655  9.506  9.357 0
     522 071.2510519 +17.2721511  72.90  -28.55 17.37 11.79 40.06 21.35 -0.84  0.23 12.163 11.551 11.252 11.018 10.823 0
     523 071.3317264 +13.5742881  82.47  -15.87 19.33  6.96 40.45 20.59  0.53  0.66  9.366  8.669  8.436  8.340  8.245 0
     524 071.3856864 +16.5982569  74.79  -25.77 17.76 10.62 40.18 21.11 -0.35  0.24 12.009 11.465 11.143 10.976 10.796 0
     525 071.5072517 +11.7055864  66.42   -9.03 15.71 18.42 40.63 20.23  0.38  2.14  4.996  5.023  4.974  4.942  4.564 0
     526 071.5217306 +15.8899942  77.64  -29.97 18.85  7.69 40.30 20.88 -1.55  0.23 11.922 11.314 11.067 10.880 10.699 0
     527 071.5382953 +06.7500689  91.08    5.42 21.64  8.76 40.76 19.97  0.77  0.43 10.395  9.817  9.522  9.341  9.188 0
     528 071.5783078 +03.6363367  93.69   13.29 22.31 11.05 40.69 20.11  0.19  0.73  8.570  7.984  7.826  7.765  7.821 0
     529 071.6130861 +17.6266164  90.06  -34.05 21.52  3.56 40.13 21.20 -0.23  0.25 11.467 10.867 10.618 10.391 10.227 0
     530 071.6266100 +15.4720519  86.93  -23.84 20.62  4.33 40.38 20.72  0.30  1.09  7.098  6.843  6.738  6.750  6.749 0
     531 071.6898936 +09.0174242  86.14  -15.29 20.71  7.59 40.80 19.89 -2.30  1.30  6.150  5.878  5.841  5.780  5.739 0
     532 071.6975386 -09.9299908  88.39   38.63 19.48 23.33 38.98 23.26 -3.18  0.28 11.541 11.003 10.689 10.501 10.337 0
     533 071.7060636 +17.7483264  98.08  -32.79 23.14  4.71 40.15 21.17  0.71  0.89  7.798  7.298  7.171  7.089  7.148 0
     534 071.7203908 +12.8838619  86.48  -15.64 20.59  5.35 40.63 20.23  0.36  0.36 10.896 10.275 10.017  9.871  9.715 0
     535 071.7335319 +30.3866939  68.50  -66.10 17.65 16.43 37.57 25.47 -2.27  0.28 11.739 11.152 10.905 10.715 10.544 0
     537 071.7767978 +15.7282742  63.88  -21.10 15.42 19.04 40.41 20.68 -0.54  0.90  8.460  8.062  8.013  7.936  7.990 0
     538 071.7872239 +20.8823156  99.52  -49.49 23.97  6.55 39.71 21.98 -0.24  0.82  7.966  7.436  7.337  7.255  7.345 0
     539 071.7906411 +24.0200364  94.55  -52.62 22.29  6.94 39.13 23.01  0.63  0.61  9.281  8.643  8.412  8.315  8.343 0
     540 071.8139378 -03.3945939  81.92   36.38 20.04 17.60 40.14 21.18  1.08  0.15 12.669 12.090 11.742 11.565 11.337 0
     541 071.8157203 +13.5570828  87.96  -14.81 20.84  4.85 40.62 20.26  1.09  0.18 12.328 11.739 11.356 10.968 10.771 0
     542 071.8271206 +06.4532108 107.73   10.09 25.89 11.33 40.86 19.77  1.23  0.65  8.651  8.025  7.875  7.756  7.823 0
     543 071.8509206 +22.6635025  87.16  -43.88 20.54  6.60 39.41 22.51  0.78  0.14 12.883 12.269 11.965 11.785 11.603 0
     544 071.8591228 +23.0509222  81.07  -41.33 19.04  9.09 39.34 22.64  0.91  0.78  8.690  8.134  7.995  7.966  8.045 0
     545 071.8972317 +14.8890903  88.84  -22.62 21.26  4.10 40.53 20.43  0.36  0.67  8.910  8.309  8.170  8.074  8.141 0
     546 071.9047117 +10.2330000  70.20   -4.81 16.82 15.01 40.83 19.82  0.73  0.44 10.847 10.246  9.984  9.855  9.717 0
     547 071.9065458 +18.2587264  80.96  -36.64 19.87  5.71 40.15 21.18 -1.06  1.06  7.217  6.901  6.837  6.775  6.826 0
     548 071.9166164 -20.1760986  91.89   79.09 21.04 29.95 36.27 27.28 -1.46  0.45 10.350  9.731  9.471  9.308  9.203 0
     549 071.9241600 +26.1502306 110.51  -83.08 27.60 12.56 38.70 23.71 -1.28  0.65  8.430  7.877  7.717  7.666  7.760 0
     550 071.9569556 +12.6914494  70.16  -15.67 17.00 13.70 40.73 20.04 -0.55  0.36 11.337 10.713 10.455 10.218 10.060 0
     551 071.9752258 +07.3707192  66.46    3.07 16.03 18.83 40.91 19.66  0.95  0.27 12.053 11.460 11.152 10.992 10.835 0
     552 071.9821100 +25.5797647  73.88  -41.04 17.03 15.35 38.85 23.47  1.67  0.48 10.631 10.011  9.771  9.586  9.438 0
     553 072.0036939 +17.0560172  86.20  -30.25 20.80  4.25 40.33 20.82  0.03  0.89  8.214  7.592  7.374  7.295  7.298 0
     554 072.0539950 +36.7341433  69.85  -88.80 18.96 18.71 35.66 28.08 -2.99  0.17 12.494 11.922 11.624 11.395 11.189 0
     555 072.1239378 +20.4460233  67.57  -39.12 17.04 13.54 39.89 21.66 -1.74  0.17 12.783 12.165 11.874 11.683 11.481 0
     556 072.1276667 +16.3885350  88.47  -35.80 21.93  3.93 40.45 20.59 -1.34  0.59  9.415  8.773  8.543  8.448  8.463 0
     557 072.1458269 +18.7290686  79.42  -32.25 19.21  7.26 40.16 21.15  0.17  0.28 11.581 10.996 10.708 10.525 10.372 0
     558 072.1755656 +21.1010264  99.15  -31.09 22.28  5.37 39.80 21.83  3.53  0.94  7.522  7.153  7.072  6.995  7.066 0
     559 072.2153472 +15.9475431  70.76  -19.34 17.00 13.28 40.53 20.44  0.81  0.91  8.233  7.830  7.737  7.693  7.753 0
     560 072.2482928 +15.6048439  83.46  -27.20 20.45  4.92 40.57 20.34 -0.40  0.34 11.001 10.418 10.131  9.936  9.768 0
     561 072.2646736 +18.6412414  83.01  -39.65 20.68  4.80 40.21 21.06 -1.11  0.99  7.486  7.141  7.059  6.983  7.032 0
     562 072.2939942 +13.8114528  87.05  -26.04 21.52  4.68 40.75 19.98 -1.11  0.29 11.245 10.639 10.348 10.150 10.005 0
     563 072.2961914 +17.7154403  63.27  -19.42 15.05 20.70 40.34 20.80  1.40  0.56 10.472  9.836  9.605  9.485  9.403 0
     564 072.3041075 +24.8028414  84.47  -52.42 20.48  8.22 39.12 23.01  0.25  1.03  7.582  7.120  6.956  6.831  6.917 0
     565 072.3679569 +19.2773719  77.55  -42.40 19.72  6.46 40.15 21.17 -1.82  0.22 11.929 11.339 11.048 10.849 10.674 0
     566 072.3838525 +15.8887456  86.17  -24.50 20.89  4.48 40.59 20.32  0.61  1.19  6.642  6.433  6.355  6.301  6.355 0
     567 072.3994303 +21.7608292  62.10  -34.10 15.33 20.09 39.75 21.91 -0.32  0.61 10.097  9.444  9.220  9.096  8.993 0
     568 072.4024519 +17.0330958  83.27  -35.95 20.87  4.47 40.46 20.56 -1.29  0.24 11.652 11.009 10.754 10.593 10.425 0
     569 072.4670711 +06.1093494  93.41    9.65 22.99  9.68 41.07 19.33  1.15  0.39 10.461  9.886  9.627  9.442  9.275 0
     570 072.4915525 +27.2102133  96.62  -78.40 24.71 10.54 38.63 23.84 -1.28  0.27 11.067 10.496 10.205 10.023  9.866 0
     571 072.5029764 +16.4120631  87.69  -26.16 21.30  4.26 40.57 20.35  0.74  0.76  8.485  7.968  7.839  7.760  7.840 0
     572 072.5694731 +20.6258239  84.89  -43.73 21.10  5.41 40.00 21.45 -0.37  0.46 10.281  9.628  9.387  9.251  9.133 0
     573 072.5997000 +17.2026631  98.74  -30.46 23.88  6.03 40.51 20.48  1.11  1.26  6.002  5.725  5.666  5.681  5.548 0
     574 072.6408953 +15.0834503  85.54  -21.77 20.93  4.79 40.75 19.98  0.69  1.19  6.439  6.133  6.044  6.043  6.011 0
     575 072.6787356 +19.3042356  82.53  -42.82 20.96  5.03 40.24 20.99 -1.21  0.18 12.181 11.574 11.293 11.083 10.902 0
     576 072.7022631 +16.2104500  82.19  -26.65 20.30  5.37 40.66 20.18  0.18  1.30  6.321  6.146  6.061  6.032  6.035 0
     577 072.7478150 -00.1396561  87.07   26.71 21.76 14.24 40.83 19.83  0.53  0.21 11.858 11.185 10.953 10.785 10.612 0
     578 072.7601194 +14.9713094  95.34  -21.21 23.24  5.55 40.80 19.88  1.24  0.67  8.796  8.145  7.967  7.864  7.856 0
     579 072.8022228 +11.0680239  87.44   -9.42 21.63  6.38 41.10 19.26  0.67  1.40  5.710  5.523  5.436  5.403  5.210 0
     580 072.8077867 +08.2007464  93.26   -9.56 23.24  8.58 41.19 19.08 -1.28  0.17 12.082 11.488 11.190 11.021 10.859 0
     581 072.8435914 +18.8398572  78.72  -34.27 19.61  6.82 40.36 20.76 -0.02  2.04  4.972  4.566  4.492  4.536  4.108 0
     582 072.8467347 +15.4334675  68.04  -17.08 16.67 14.60 40.79 19.92  1.05  1.26  6.930  6.686  6.671  6.593  6.644 0
     583 072.8899122 +14.2863728  55.53  -17.69 14.03 25.66 40.91 19.66 -0.97  0.88  8.960  8.424  8.288  8.226  8.287 0
     584 072.9549481 +17.2737208  73.44  -24.77 18.11 10.17 40.61 20.27  0.74  0.73  9.015  8.431  8.279  8.188  8.267 0
     585 072.9582850 +13.6551517 106.80  -17.48 26.22  9.46 40.98 19.51  1.48  1.41  5.235  5.030  4.941  4.953  4.637 0
     586 072.9885350 +09.2814422  90.96   -3.84 22.71  7.74 41.22 18.99  0.66  0.19 11.965 11.343 11.079 10.861 10.680 0
     587 073.0980397 +18.9969161  76.05  -31.76 18.92  8.41 40.42 20.65  0.49  0.85  8.375  7.885  7.742  7.696  7.781 0
     588 073.0994186 +10.7194158  67.54   -7.03 16.92 14.88 41.21 19.02  0.54  0.65  9.633  8.973  8.772  8.653  8.647 0
     590 073.1981722 +22.6472589  76.45  -43.38 19.15  9.20 39.83 21.76  0.28  0.70  9.073  8.462  8.293  8.223  8.279 0
     591 073.4125481 +13.1387336  54.84  -21.04 14.42 24.04 41.17 19.11 -2.72  0.92  8.519  8.187  8.090  7.939  7.975 0
     592 073.4875006 +09.2663328  91.36   -3.29 23.23  8.23 41.39 18.64  0.81  0.25 11.308 10.742 10.445 10.268 10.083 0
     593 073.6330811 -11.9140322 110.09   89.34 29.27 23.54 39.17 22.93  1.09  0.81  7.607  7.097  6.956  6.872  6.977 0
     594 073.6574603 +09.4090808  75.75   -8.76 19.51  9.60 41.44 18.52 -0.54  0.27 11.541 11.026 10.720 10.484 10.307 0
     595 073.6837911 +19.6808994  88.12  -41.30 22.51  5.79 40.50 20.50  0.28  0.46 10.163  9.491  9.277  9.148  9.054 0
     596 073.7431733 +19.4853869  62.88  -28.76 16.06 17.18 40.55 20.40  0.37  1.72  5.736  5.658  5.623  5.594  5.455 0
     597 073.8118825 +21.3640000  61.07  -41.05 16.57 15.77 40.26 20.97 -1.81  0.24 12.169 11.552 11.263 11.093 10.918 0
     598 073.9274708 +27.4773419  75.68  -43.84 17.65 15.19 38.98 23.26  3.34  0.15 12.896 12.332 12.028 11.819 11.656 0
     599 073.9444347 +21.2473006  73.25  -34.67 18.39 10.61 40.32 20.85  1.31  0.26 11.777 11.136 10.892 10.710 10.563 0
     600 073.9544358 +24.3627203  74.35  -50.22 19.35 10.05 39.71 21.98 -0.05  0.37 10.934 10.355 10.092  9.917  9.758 0
     601 074.0255353 +21.8979856  66.37  -38.71 17.32 13.67 40.22 21.03 -0.05  0.16 12.877 12.282 11.994 11.786 11.581 0
     602 074.0695478 +21.3671928  75.38  -39.27 19.34  8.73 40.33 20.82  0.64  0.35 11.138 10.504 10.247 10.086  9.937 0
     604 074.2528178 +13.9123506  67.15  -23.20 17.99 11.36 41.37 18.68 -1.28  0.78  8.762  8.266  8.119  8.032  8.124 0
     605 074.3270136 +21.6023442  56.84  -38.22 15.61 19.45 40.36 20.76 -1.42  0.25 12.205 11.630 11.331 11.148 10.995 0
     606 074.3648175 +13.9452128  68.46  -22.06 18.31 10.60 41.40 18.61 -0.83  0.24 11.920 11.340 11.081 10.876 10.715 0
     607 074.4435317 +16.4723050  60.04  -19.48 15.63 18.85 41.17 19.12  0.89  0.37 11.438 10.848 10.589 10.425 10.280 0
     608 074.4562753 +14.0021897  70.50  -17.95 18.58  9.99 41.42 18.56  0.40  1.02  7.569  7.268  7.235  7.130  7.206 0
     609 074.4907919 +14.4519867  69.47  -26.11 18.84  9.33 41.39 18.62 -1.33  0.32 11.304 10.707 10.459 10.308 10.134 0
     610 074.5541478 +40.0568686  60.64 -101.41 19.27 21.31 35.06 28.83 -3.68  1.34  6.168  5.913  5.862  5.888  5.725 0
     611 074.5570811 -02.7741114  67.90   20.14 17.40 21.74 41.12 19.21 -1.85  0.24 12.056 11.440 11.166 10.966 10.818 0
     612 074.5927083 +19.3171428  73.67  -39.77 19.99  7.35 40.82 19.84 -0.71  0.15 12.677 12.113 11.815 11.588 11.414 0
     613 074.6091617 -03.7328856  76.30   48.58 21.81 17.40 41.01 19.45  2.92  1.34  5.982  5.709  5.627  5.587  5.475 0
     614 074.6590067 +16.2224333  69.99  -26.31 18.74  9.44 41.26 18.92 -0.08  0.23 11.980 11.320 11.084 10.830 10.635 0
     615 074.7629986 +12.2625039  84.83  -15.92 22.67  7.16 41.65 18.05  0.40  0.20 11.838 11.225 10.948 10.753 10.569 0
     616 074.8211786 +06.4308928  62.94   -1.37 16.91 17.30 41.83 17.63 -0.91  0.90  8.559  7.947  7.793  7.700  7.775 0
     617 074.8325842 +10.3860086  74.71   -4.02 19.90  9.14 41.77 17.77  1.42  0.50 10.186  9.528  9.295  9.139  9.044 0
     618 074.9346767 +15.9167325  85.86  -29.77 23.08  6.62 41.38 18.66  0.29  1.36  5.856  5.694  5.645  5.607  5.512 0
     619 074.9562867 +19.9667658  67.46  -25.56 17.11 14.19 40.83 19.83  2.50  0.89  8.297  7.902  7.829  7.764  7.819 0
     620 074.9940000 -03.5533894  75.47   44.96 21.60 17.44 41.16 19.14  2.29  0.53  9.759  9.199  8.906  8.775  8.663 0
     621 075.0137253 +15.9147686  83.51  -33.35 22.90  6.55 41.40 18.61 -0.55  0.20 11.800 11.211 10.926 10.710 10.533 0
     622 075.0497850 +05.8554922  69.17    9.72 18.88 13.30 41.89 17.48  1.50  0.34 11.236 10.625 10.367 10.183 10.020 0
     623 075.2036956 +04.7331139  73.43   10.69 20.16 12.43 41.91 17.43  0.76  0.85  8.113  7.692  7.589  7.509  7.562 0
     673 079.3670097 +11.7907647  53.05   -9.49 17.30 16.31 42.93 14.73  1.07  0.63  9.699  9.028  8.853  8.756  8.779 0
     624 075.2300636 +18.8073864  78.58  -45.02 22.21  6.52 41.09 19.29 -1.25  0.19 12.053 11.420 11.118 10.911 10.715 0
     625 075.3166789 +16.1446678  51.18  -19.78 14.08 25.91 41.46 18.47 -0.08  0.23 12.567 12.000 11.708 11.528 11.351 0
     626 075.3423764 +29.9298878  64.71  -50.40 16.33 20.52 38.71 23.71  2.26  0.90  8.470  7.984  7.874  7.749  7.835 0
     627 075.3957336 +07.9452183  52.87    5.55 14.50 25.50 42.00 17.21  2.42  0.19 12.836 12.265 11.996 11.700 11.502 0
     628 075.4001542 +13.9330064  87.30  -19.97 23.67  7.70 41.71 17.90  1.02  0.68  8.754  8.104  7.918  7.824  7.892 0
     629 075.4069394 +12.4163886  70.98  -15.12 19.52  9.16 41.83 17.62  0.21  0.80  8.720  8.113  7.869  7.735  7.722 0
     630 075.7015944 +13.6327056  61.02  -15.66 16.93 15.09 41.82 17.64  0.41  0.17 12.766 12.176 11.876 11.677 11.493 0
