#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-24T00:15:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56f32fff0810	
#INFO	-out.max=9999	
#INFO	queryParameters=49	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f32fff0810&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=gmed&-out=rmed&-out=imed&-out=zmed&-out=ymed&-out=Jmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-out=XV&-ignore=XV=*&XV=XV&-out=Sloan&Sloan=Sloan&-meta.ucd=2&-meta=1&-meta.foot=1&-meta.form=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=gmed
#-out=rmed
#-out=gmag
#-out=e_gmag
#-out=rmag
#-out=e_rmag
#-out=imag
#-out=e_imag
#-out=zmag
#-out=e_zmag
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=W1mag
#-out=e_W1mag
#-out=W2mag
#-out=e_W2mag
#-out=W3mag
#-out=e_W3mag
#-out=W4mag
#-out=e_W4mag
#-out=Src
#-out=XV
#XV=XV
#-out=Sloan
#Sloan=Sloan
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	gmed	(F6.3)	? PS1 PSF median magnitude in g band	[ucd=phot.mag;em.opt.B]
#Column	rmed	(F6.3)	? PS1 PSF median magnitude in r band	[ucd=phot.mag;em.opt.R]
#Column	gmag	(F6.3)	? SDSS g-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Error of gmag	[ucd=stat.error;phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F6.3)	? Error of rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Error of imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Error of zmag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
#Column	W1mag	(F6.3)	? WISE W1-band magnitude (3.3um)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_W1mag	(F6.3)	? Error of W1mag	[ucd=stat.error;phot.mag]
#Column	W2mag	(F6.3)	? WISE W2-band magnitude (4.6um)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_W2mag	(F6.3)	? Error of W2mag	[ucd=stat.error;phot.mag]
#Column	W3mag	(F6.3)	? WISE W3-band magnitude (11.6um)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_W3mag	(F6.3)	? Error of W3mag	[ucd=stat.error;phot.mag]
#Column	W4mag	(F6.3)	? WISE W4-band magnitude (22.1um)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_W4mag	(F6.3)	? Error of W4mag	[ucd=stat.error;phot.mag]
#Column	Src	(A1)	[0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92)	[ucd=meta.ref;pos.frame]
#Column	XV	(A2)	Retrieve data on this star across all VizieR (within 5arcsec)	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this source	[ucd=meta.ref.url]
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
# 	deg	deg	mas/yr	mas/yr	mas	pc	km/s	km/s	km/s	Msun	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	 	
#--------	-----------	-----------	------	-------	-----	-----	-----	-----	-----	-----	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	-	--	-----
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
      28	044.5217592	+20.6687375	235.57	 -30.09	30.89	20.20	27.05	36.45	 0.02	 1.45	      	      	      	      	      	      	      	      	      	      	 5.308	 0.198	 4.815	 0.036	 4.778	 0.020	 4.706	 0.082	 4.402	 0.039	 4.806	 0.014	 4.770	 0.029	0	XV	Sloan
      29	044.5659436	+22.4821714	123.31	 -21.60	16.23	25.45	26.92	36.55	-0.81	 0.27	17.368	16.085	      	      	      	      	      	      	      	      	12.062	 0.022	11.437	 0.021	11.144	 0.018	10.946	 0.023	10.802	 0.022	10.749	 0.098	 9.032	      	0	XV	Sloan
      30	044.9431353	+38.9267228	227.05	 -89.89	30.26	23.93	24.44	38.25	-1.10	 0.31	16.168	14.928	      	      	      	      	      	      	      	      	10.411	 0.020	 9.779	 0.015	 9.517	 0.020	 9.298	 0.022	 9.119	 0.021	 8.953	 0.027	 8.631	 0.350	0	XV	Sloan
      31	045.0117150	+07.7497508	327.44	  19.32	43.25	26.73	27.71	35.95	 0.63	 0.88	      	      	      	      	      	      	      	      	      	      	 6.323	 0.020	 5.951	 0.042	 5.841	 0.024	 5.750	 0.052	 5.775	 0.025	 5.824	 0.015	 5.789	 0.046	0	XV	Sloan
      32	045.4513394	+37.5556306	169.72	 -66.09	22.78	22.14	25.00	37.88	-1.17	 0.26	16.376	15.137	      	      	      	      	      	      	      	      	11.306	 0.020	10.701	 0.019	10.430	 0.018	10.273	 0.024	10.110	 0.021	 9.956	 0.048	 9.100	 0.499	0	XV	Sloan
      33	046.2829181	+27.7077450	240.34	 -51.54	32.09	21.05	27.25	36.30	 0.84	 0.16	17.867	16.518	      	      	      	      	      	      	      	      	11.609	 0.022	11.018	 0.022	10.686	 0.021	10.463	 0.024	10.273	 0.020	10.135	 0.060	 8.603	      	0	XV	Sloan
      34	046.3362661	+25.7510914	139.94	 -45.73	19.24	19.02	27.55	36.07	-3.84	 0.39	15.384	14.143	      	      	      	      	      	      	      	      	10.835	 0.022	10.247	 0.022	10.018	 0.018	 9.820	 0.024	 9.677	 0.023	 9.549	 0.038	 9.132	      	0	XV	Sloan
      35	046.4767475	+27.1423956	181.09	 -25.25	23.87	17.21	27.44	36.16	 3.29	 0.16	      	16.298	      	      	      	      	      	      	      	      	12.202	 0.021	11.648	 0.024	11.311	 0.020	11.130	 0.022	10.934	 0.021	10.432	 0.077	 8.531	      	0	XV	Sloan
      36	046.5625808	+12.0985158	226.42	  -3.30	30.51	19.35	28.68	35.18	 0.31	 0.19	      	15.610	      	      	      	      	      	      	      	      	11.288	 0.020	10.683	 0.020	10.425	 0.014	10.216	 0.023	10.037	 0.020	 9.797	 0.047	 8.921	 0.466	0	XV	Sloan
      37	046.6092119	+17.2247972	205.94	 -25.65	27.85	17.37	28.52	35.31	-0.98	 0.25	16.027	14.783	      	      	      	      	      	      	      	      	10.925	 0.022	10.355	 0.023	10.066	 0.020	 9.895	 0.023	 9.729	 0.021	 9.652	 0.044	 8.545	      	0	XV	Sloan
      38	046.8180864	+10.4439617	133.71	   1.79	18.09	20.25	28.85	35.04	 0.49	 0.20	18.412	17.046	      	      	      	      	      	      	      	      	12.329	 0.021	11.809	 0.032	11.481	 0.018	11.273	 0.023	11.058	 0.021	11.110	 0.145	 9.039	      	0	XV	Sloan
      39	047.6808597	+13.6432178	155.87	  -8.20	21.35	15.38	29.31	34.66	-0.07	 0.51	14.161	12.990	      	      	      	      	      	      	      	      	 9.973	 0.023	 9.331	 0.028	 9.087	 0.023	 8.965	 0.022	 8.904	 0.021	 8.836	 0.033	 8.569	 0.451	0	XV	Sloan
      40	048.2616369	+32.8964494	183.67	 -61.37	25.36	18.71	27.39	36.20	 0.04	 1.03	      	      	      	      	      	      	      	      	      	      	 6.827	 0.023	 6.557	 0.027	 6.459	 0.026	 6.465	 0.041	 6.487	 0.020	 6.502	 0.013	 6.409	 0.064	0	XV	Sloan
      41	048.4808581	+32.0973222	142.90	 -47.88	19.85	19.54	27.66	35.99	-0.25	 0.29	16.456	15.206	      	      	      	      	      	      	      	      	11.389	 0.023	10.804	 0.031	10.535	 0.020	10.372	 0.023	10.217	 0.022	 9.950	 0.047	 9.186	 0.500	0	XV	Sloan
      43	048.9077125	+37.4039828	204.72	 -94.20	29.08	21.67	26.70	36.70	-1.61	 0.51	13.798	      	      	      	      	      	      	      	      	      	 9.317	 0.023	 8.635	 0.021	 8.410	 0.018	 8.271	 0.022	 8.165	 0.020	 8.017	 0.018	 7.489	 0.116	0	XV	Sloan
      44	049.3452692	+26.3150642	188.81	 -42.58	26.33	16.22	29.10	34.83	 0.95	 0.75	      	      	      	      	      	      	      	      	      	      	 8.390	 0.000	 7.894	 0.000	 7.417	 0.031	 7.171	 0.030	 7.214	 0.019	 7.215	 0.017	 7.166	 0.111	0	XV	Sloan
      45	049.3599511	+07.6558108	169.86	  -6.31	23.80	15.59	30.33	33.77	-2.44	 1.21	      	      	      	      	      	      	      	      	      	      	 6.291	 0.023	 6.052	 0.047	 5.992	 0.021	 5.933	 0.056	 5.884	 0.025	 5.988	 0.016	 5.867	 0.039	0	XV	Sloan
      46	049.3865889	+07.6901544	171.13	  -6.53	23.99	15.60	30.34	33.76	-2.45	 1.13	      	      	      	      	      	      	      	      	      	      	 6.639	 0.024	 6.400	 0.049	 6.361	 0.026	 6.295	 0.040	 6.300	 0.020	 6.346	 0.017	 6.242	 0.054	0	XV	Sloan
      47	049.5629164	+09.2451497	123.52	  15.81	17.42	20.03	30.47	33.64	 3.98	 0.68	13.118	      	      	      	      	      	      	      	      	      	 9.369	 0.021	 8.723	 0.024	 8.555	 0.020	 8.473	 0.023	 8.557	 0.021	 8.486	 0.026	 8.508	 0.335	0	XV	Sloan
      48	049.5739944	+31.5532603	138.97	 -49.86	19.72	18.81	28.31	35.48	-0.75	 0.16	18.240	      	      	      	      	      	      	      	      	      	12.597	 0.019	12.010	 0.021	11.695	 0.018	11.469	 0.024	11.278	 0.023	10.293	 0.063	 8.180	 0.216	0	XV	Sloan
      49	049.6250261	+44.5369494	157.89	 -81.69	22.27	24.78	25.08	37.83	-0.02	 0.61	      	14.804	      	      	      	      	      	      	      	      	 9.297	 0.019	 8.630	 0.018	 8.428	 0.018	 8.296	 0.023	 8.324	 0.020	 8.234	 0.020	 8.369	 0.238	0	XV	Sloan
      50	049.6596806	+32.6657942	209.17	 -99.02	30.63	20.40	28.13	35.62	-3.68	 0.67	      	      	      	      	      	      	      	      	      	      	 8.227	 0.026	 7.573	 0.026	 7.399	 0.021	 7.272	 0.027	 7.253	 0.021	 7.181	 0.018	 6.973	 0.083	0	XV	Sloan
      51	050.0418536	+31.0854553	114.14	 -48.33	16.64	23.78	28.64	35.21	-2.73	 1.01	      	      	      	      	      	      	      	      	      	      	 7.835	 0.018	 7.496	 0.023	 7.393	 0.026	 7.341	 0.026	 7.412	 0.022	 7.350	 0.016	 7.095	 0.086	0	XV	Sloan
      52	050.1216461	+08.4544453	226.29	   3.25	32.16	19.52	30.78	33.36	-0.21	 0.78	      	      	      	      	      	      	      	      	      	      	 7.545	 0.024	 6.955	 0.051	 6.881	 0.023	 6.799	 0.036	 6.884	 0.020	 6.878	 0.017	 6.705	 0.081	0	XV	Sloan
      53	050.6172494	+27.1560542	220.90	 -63.98	31.71	19.23	29.63	34.38	-0.23	 0.65	      	      	      	      	      	      	      	      	      	      	 8.249	 0.023	 7.590	 0.038	 7.415	 0.023	 7.337	 0.029	 7.363	 0.022	 7.321	 0.018	 7.099	 0.101	0	XV	Sloan
      54	050.6319853	+28.9747447	147.94	 -51.19	21.41	15.74	29.33	34.64	-1.09	 0.36	15.803	      	      	      	      	      	      	      	      	      	10.823	 0.024	10.195	 0.022	 9.939	 0.021	 9.754	 0.023	 9.624	 0.019	 9.560	 0.040	 8.239	      	0	XV	Sloan
      55	050.9526756	+39.5922531	170.17	 -78.14	24.36	20.93	27.07	36.43	 0.48	 0.14	18.760	17.314	18.715	 0.009	17.356	 0.006	15.237	 0.005	14.430	 0.006	12.552	 0.022	11.944	 0.025	11.599	 0.019	11.388	 0.024	11.211	 0.022	11.070	 0.115	 8.472	      	0	XV	Sloan
      56	051.1507364	+21.8384814	127.05	 -42.05	18.82	15.32	30.66	33.47	-4.00	 0.33	16.458	15.200	      	      	      	      	      	      	      	      	11.290	 0.021	10.661	 0.020	10.398	 0.019	10.227	 0.024	10.039	 0.022	10.022	 0.061	 8.940	      	0	XV	Sloan
      57	051.2628847	-03.1389858	185.58	  32.00	26.66	20.27	30.67	33.46	-1.24	 0.41	      	      	      	      	      	      	      	      	      	      	10.060	 0.023	 9.452	 0.022	 9.197	 0.020	 9.063	 0.022	 8.945	 0.019	 8.831	 0.026	 9.105	 0.514	0	XV	Sloan
      58	051.2966469	+13.0093056	193.25	 -16.09	28.04	15.41	31.40	32.78	-0.81	 0.17	18.209	16.830	      	      	      	      	      	      	      	      	11.844	 0.022	11.247	 0.023	10.884	 0.017	10.681	 0.023	10.478	 0.022	10.128	 0.063	 8.520	      	0	XV	Sloan
      59	051.6764856	+43.2064083	136.34	 -81.14	20.33	24.52	26.34	36.97	-1.51	 0.15	17.539	16.353	      	      	      	      	      	      	      	      	12.612	 0.023	11.995	 0.031	11.762	 0.019	11.605	 0.024	11.440	 0.022	12.046	 0.388	 8.686	      	0	XV	Sloan
      60	052.5433742	+26.8164794	151.30	 -34.50	21.93	13.50	30.67	33.46	 2.31	 0.16	17.313	16.068	      	      	      	      	      	      	      	      	12.360	 0.020	11.717	 0.024	11.433	 0.020	11.195	 0.021	11.103	 0.021	10.934	 0.121	 8.463	      	0	XV	Sloan
      61	053.1663225	+35.6592936	132.52	 -58.34	19.70	19.55	29.10	34.84	 0.47	 1.32	      	      	      	      	      	      	      	      	      	      	 6.354	 0.018	 6.147	 0.018	 6.109	 0.021	 6.083	 0.051	 6.033	 0.024	 6.129	 0.016	 6.086	 0.051	0	XV	Sloan
      62	053.2086589	+23.6921828	161.11	 -41.13	24.11	12.28	31.49	32.69	 0.04	 0.94	      	      	      	      	      	      	      	      	      	      	 7.374	 0.021	 7.018	 0.017	 6.907	 0.016	 6.851	 0.035	 6.935	 0.020	 6.922	 0.017	 6.908	 0.092	0	XV	Sloan
      63	053.2720939	+04.9581156	118.22	  21.49	17.86	18.59	32.46	31.72	 3.30	 0.69	      	      	      	      	      	      	      	      	      	      	 9.343	 0.024	 8.696	 0.044	 8.490	 0.023	 8.337	 0.023	 8.383	 0.019	 8.333	 0.029	 8.939	 0.528	0	XV	Sloan
      64	053.5439869	+22.0725772	192.58	 -45.89	29.04	15.31	31.87	32.31	-0.19	 0.19	16.803	15.565	      	      	      	      	      	      	      	      	11.355	 0.022	10.774	 0.019	10.475	 0.020	10.285	 0.023	10.100	 0.021	 9.986	 0.054	 8.835	      	0	XV	Sloan
      65	053.9290869	+11.5561600	178.28	 -15.09	27.08	13.67	32.88	31.29	-1.24	 0.49	13.990	12.792	      	      	      	      	      	      	      	      	 9.559	 0.022	 8.960	 0.029	 8.699	 0.021	 8.521	 0.023	 8.419	 0.020	 8.307	 0.022	 8.074	 0.212	0	XV	Sloan
      66	054.3889492	+17.8540419	169.30	 -24.65	25.81	11.77	32.76	31.41	 0.56	 0.59	      	      	      	      	      	      	      	      	      	      	 9.100	 0.021	 8.474	 0.023	 8.231	 0.017	 7.999	 0.022	 7.807	 0.017	 7.866	 0.021	 7.596	 0.159	0	XV	Sloan
      67	054.3912686	+17.8501342	175.49	 -32.22	26.92	12.73	32.76	31.41	-0.60	 0.56	13.934	      	      	      	      	      	      	      	      	      	 9.186	 0.020	 8.564	 0.031	 8.300	 0.017	 8.155	 0.023	 8.041	 0.020	 7.957	 0.021	 8.037	 0.234	0	XV	Sloan
      68	054.3957325	+21.3431772	144.51	 -26.02	21.87	10.34	32.40	31.79	 1.46	 0.94	      	      	      	      	      	      	      	      	      	      	 7.645	 0.024	 7.274	 0.067	 7.121	 0.020	 7.071	 0.033	 7.082	 0.020	 7.043	 0.017	 6.789	 0.077	0	XV	Sloan
      69	054.5297889	+06.5738436	180.75	   8.57	27.72	15.28	33.20	30.95	 0.05	 0.16	17.745	16.428	17.737	 0.006	16.453	 0.004	14.583	 0.003	13.684	 0.004	11.893	 0.022	11.322	 0.035	10.996	 0.023	10.794	 0.023	10.612	 0.022	10.640	 0.099	 8.915	      	0	XV	Sloan
      70	054.7797342	+20.4240828	181.65	 -42.86	28.10	13.81	32.70	31.48	-0.62	 0.30	15.631	14.409	      	      	      	      	      	      	      	      	10.567	 0.021	 9.970	 0.023	 9.713	 0.016	 9.541	 0.024	 9.384	 0.021	 9.340	 0.035	 8.390	      	0	XV	Sloan
      71	054.7829819	+28.3822536	122.11	 -44.70	18.85	15.57	31.47	32.71	-0.17	 0.77	12.412	      	      	      	      	      	      	      	      	      	 8.742	 0.029	 8.152	 0.046	 8.055	 0.018	 7.955	 0.023	 8.048	 0.021	 7.995	 0.020	 8.006	 0.200	0	XV	Sloan
      72	055.0314953	+05.8745900	113.76	   3.12	17.57	17.80	33.45	30.68	-0.95	 0.96	      	      	      	      	      	      	      	      	      	      	 8.138	 0.026	 7.672	 0.027	 7.525	 0.027	 7.437	 0.027	 7.447	 0.020	 7.401	 0.018	 7.147	 0.088	0	XV	Sloan
      73	055.4037608	+23.3436956	153.48	 -47.75	24.14	10.95	32.63	31.55	-1.01	 0.45	      	13.307	      	      	      	      	      	      	      	      	10.038	 0.020	 9.418	 0.018	 9.162	 0.018	 9.017	 0.023	 8.915	 0.020	 8.892	 0.035	 8.755	      	0	XV	Sloan
      74	055.4812019	+18.7599514	156.66	 -42.39	24.81	10.40	33.23	30.91	-2.35	 0.49	13.866	      	      	      	      	      	      	      	      	      	 9.710	 0.021	 9.107	 0.024	 8.868	 0.021	 8.699	 0.023	 8.624	 0.020	 8.546	 0.024	 8.711	 0.435	0	XV	Sloan
      75	055.5184767	+16.4217542	154.40	 -22.35	24.11	 9.78	33.46	30.67	 0.04	 0.21	17.052	15.777	17.055	 0.005	15.820	 0.005	14.112	 0.005	13.315	 0.004	11.609	 0.021	11.022	 0.020	10.742	 0.019	10.570	 0.023	10.375	 0.021	10.105	 0.060	 8.771	 0.438	0	XV	Sloan
      76	055.7219353	+23.4471122	175.49	 -59.67	27.94	13.83	32.77	31.41	-1.65	 0.37	15.493	14.241	      	      	      	      	      	      	      	      	10.202	 0.022	 9.545	 0.023	 9.316	 0.023	 9.158	 0.025	 8.979	 0.022	 8.817	 0.028	 8.576	 0.354	0	XV	Sloan
      77	055.8979575	+26.3586544	172.22	 -60.60	27.20	13.99	32.37	31.81	-0.35	 0.28	15.906	14.712	      	      	      	      	      	      	      	      	10.772	 0.019	10.155	 0.029	 9.903	 0.025	 9.722	 0.023	 9.553	 0.020	 9.484	 0.044	 8.982	      	0	XV	Sloan
      78	055.9461603	+20.8600844	136.60	 -40.81	21.82	 9.12	33.23	30.92	-1.83	 0.41	15.153	13.915	      	      	      	      	      	      	      	      	10.484	 0.021	 9.831	 0.019	 9.612	 0.022	 9.446	 0.023	 9.325	 0.022	 9.180	 0.031	 8.453	 0.287	0	XV	Sloan
      79	056.5834417	+06.7399603	113.05	  14.95	18.10	15.46	34.28	29.75	 2.73	 0.42	15.171	13.850	      	      	      	      	      	      	      	      	10.802	 0.019	10.228	 0.028	 9.982	 0.021	 9.704	 0.021	 9.555	 0.018	 9.486	 0.037	 8.579	      	0	XV	Sloan
      80	056.7481375	+15.4046881	219.85	 -25.47	35.09	18.93	34.15	29.89	 0.57	 0.22	16.113	14.863	      	      	      	      	      	      	      	      	10.733	 0.021	10.159	 0.016	 9.851	 0.018	 9.683	 0.023	 9.510	 0.020	 9.345	 0.035	 8.964	 0.477	0	XV	Sloan
      81	057.0494250	+07.1462406	173.27	   5.22	27.89	14.31	34.53	29.46	-0.03	 0.69	      	      	      	      	      	      	      	      	      	      	 8.273	 0.026	 7.624	 0.033	 7.509	 0.016	 7.429	 0.025	 7.499	 0.020	 7.441	 0.017	 7.445	 0.141	0	XV	Sloan
      82	057.4302914	+24.3179653	159.42	 -56.70	26.12	11.83	33.44	30.69	-0.94	 0.46	14.850	13.695	      	      	      	      	      	      	      	      	 9.805	 0.022	 9.225	 0.022	 8.944	 0.018	 8.788	 0.021	 8.641	 0.018	 8.525	 0.026	 8.118	      	0	XV	Sloan
      83	057.6040353	+17.2465067	129.76	 -23.07	21.12	 7.50	34.43	29.58	 0.06	 0.92	      	      	      	      	      	      	      	      	      	      	 7.776	 0.023	 7.401	 0.059	 7.249	 0.023	 7.124	 0.032	 7.183	 0.021	 7.119	 0.017	 6.957	 0.100	0	XV	Sloan
      84	057.6164797	+04.1125922	138.76	  -0.39	22.40	12.51	34.72	29.23	-2.82	 0.24	16.426	15.223	      	      	      	      	      	      	      	      	11.456	 0.021	10.901	 0.023	10.627	 0.022	10.498	 0.023	10.345	 0.019	10.488	 0.130	 8.848	      	0	XV	Sloan
      85	057.7629675	+23.9036500	148.02	 -48.50	24.25	10.02	33.66	30.45	-0.27	 0.80	13.107	13.375	      	      	      	      	      	      	      	      	 8.106	 0.023	 7.540	 0.017	 7.395	 0.020	 7.370	 0.026	 7.440	 0.019	 7.379	 0.018	 7.417	 0.116	0	XV	Sloan
      86	058.1708811	+25.8044433	134.59	 -48.61	22.17	 9.88	33.52	30.60	 0.03	 0.72	      	      	      	      	      	      	      	      	      	      	 8.704	 0.032	 8.042	 0.034	 7.893	 0.026	 7.830	 0.025	 7.883	 0.021	 7.785	 0.018	 7.590	 0.130	0	XV	Sloan
      87	058.1779250	+25.2072983	131.12	 -43.69	21.49	 9.62	33.63	30.48	 0.46	 0.13	18.506	17.231	      	      	      	      	      	      	      	      	12.960	 0.026	12.412	 0.036	12.056	 0.026	11.845	 0.025	11.652	 0.023	11.726	      	 8.872	      	0	XV	Sloan
      88	058.2918594	+17.3270836	143.75	 -29.76	23.83	 7.83	34.75	29.20	-0.54	 1.56	      	      	      	      	      	      	      	      	      	      	 5.254	 0.026	 5.161	 0.042	 5.091	 0.018	 5.102	 0.073	 4.825	 0.034	 5.125	 0.015	 5.066	 0.028	0	XV	Sloan
      89	058.3025233	+27.0826789	 83.07	 -41.11	14.21	27.38	33.34	30.80	-2.70	 0.94	      	      	      	      	      	      	      	      	      	      	 8.489	 0.023	 8.069	 0.023	 8.041	 0.024	 7.960	 0.024	 8.025	 0.019	 7.996	 0.020	 7.702	 0.141	0	XV	Sloan
      90	058.4030444	+31.2067183	145.08	 -70.70	24.14	13.51	32.49	31.69	-0.32	 0.38	15.684	14.400	      	      	      	      	      	      	      	      	10.456	 0.024	 9.838	 0.022	 9.582	 0.018	 9.403	 0.023	 9.229	 0.020	 9.080	 0.029	 9.112	 0.490	0	XV	Sloan
      91	058.4437367	+13.3920036	147.62	 -14.82	24.45	 8.72	35.11	28.76	 0.13	 0.21	      	15.737	      	      	      	      	      	      	      	      	11.559	 0.023	10.984	 0.027	10.677	 0.020	10.506	 0.023	10.328	 0.022	10.178	 0.064	 8.782	      	0	XV	Sloan
      92	058.4710681	+34.3596556	 82.60	 -54.41	14.39	29.97	31.72	32.46	-2.89	 0.42	16.244	14.999	      	      	      	      	      	      	      	      	11.313	 0.020	10.721	 0.019	10.482	 0.017	10.283	 0.022	10.141	 0.020	 9.995	 0.063	 8.066	 0.216	0	XV	Sloan
      93	058.7217414	+16.3156400	134.41	 -19.18	22.31	 6.57	35.05	28.84	 0.77	 0.50	      	13.676	      	      	      	      	      	      	      	      	 9.960	 0.024	 9.367	 0.022	 9.056	 0.021	 8.934	 0.023	 8.776	 0.019	 8.720	 0.030	 8.285	      	0	XV	Sloan
      94	058.7559958	+12.4855828	127.37	 -11.74	21.26	 7.45	35.31	28.52	-0.13	 0.83	      	      	      	      	      	      	      	      	      	      	 8.181	 0.021	 7.692	 0.024	 7.574	 0.021	 7.516	 0.027	 7.593	 0.019	 7.532	 0.017	 7.379	 0.134	0	XV	Sloan
      95	058.7770914	+16.9984769	148.39	 -24.87	24.69	 8.38	35.01	28.88	 0.49	 0.92	      	      	      	      	      	      	      	      	      	      	 7.413	 0.020	 7.038	 0.027	 6.910	 0.021	 6.859	 0.036	 6.922	 0.019	 6.903	 0.016	 6.882	 0.081	0	XV	Sloan
